"Variable","box0","box1","box2","box3","box4","box5","box6","box7","box8","box9","box10","box11","box12","box13","box14","box15","box16","box17","box18","box19","box20","box21","box22","box23","box24","box25"
"110","saithe8_Nums",0,0,0,0,0,0,0,0,0,532.09,0,0,572.59,0,0,4294.39,0,0,143.15,196.87,360.89,8769.22,551.86,0,3217.87,0
"111","saithe9_Nums",0,0,0,0,0,0,0,0,0,110.09,0,0,118.47,0,0,888.53,0,0,29.62,40.73,74.67,1814.4,114.18,0,665.79,0
"112","hake1_Nums",0,0,0,0,0,0,0,0,334241.22,49078.66,0,0,0,110505.23,0,1425692.89,0,1105052.32,517682.85,466496.82,337340.2,1052711.95,1985919.33,3225715.26,5339255.89,0
"113","hake2_Nums",0,0,0,0,0,0,0,0,0,60468.14,0,91590.47,71313.92,0,112242.9,1653711.99,0,448971.58,398944.97,93776.27,124187.37,124187.37,727544.89,322817.6,1848724.47,0
"114","hake3_Nums",0,0,33695.32,0,0,29526.66,33695.32,0,0,24402.36,65465.19,83967.4,147225.03,332741.28,168476.6,0,0,168476.6,99991.95,32189.1,38465.54,38465.54,354956.12,178293.84,486496.23,0
"115","hake4_Nums",0,0,0,0,0,0,0,0,0,8309.48,0,33950.2,47283.6,82466.08,0,377387.14,0,0,0,11099.62,12242.03,12242.03,101179.01,70882.57,125795.71,0
"116","hake5_Nums",0,0,0,0,0,0,0,0,0,0,68595.3,36683.73,47083.05,0,0,0,0,0,66308.79,17675,7302.08,7302.08,49531.93,35970.41,0,0
"117","hake6_Nums",0,0,0,0,0,0,0,0,0,0,0,11004.69,24454.86,0,0,0,0,0,41267.57,0,7018.88,7018.88,37458.26,0,0,0
"118","hake7_Nums",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2896,2896,12505.44,30568.84,0,0
"119","hake8_Nums",0,0,0,0,0,0,0,0,0,1737.73,8037.01,2571.84,0,0,0,0,0,0,0,0,0,0,3061.72,3214.8,0,0
"120","hake9_Nums",0,0,0,0,0,0,0,0,0,766.39,2001.63,1557.93,0,0,0,0,0,0,0,0,203.78,203.78,1563.17,800.65,0,0
"121","hake10_Nums",0,0,0,0,0,0,0,0,0,366.92,0,1009.03,0,0,0,0,0,0,0,0,224.13,224.13,880.61,0,0,0
"122","hake11_Nums",0,0,0,0,0,0,0,0,0,139.83,0,384.54,0,0,0,0,0,0,0,0,85.42,85.42,335.6,0,0,0
"123","blue_whiting1_Nums",0,0,0,0,0,0,0,0,0,15009.02,0,0,0,0,0,327845694.82,0,0,132684489.14,2255905.82,31214058.63,16488809.02,3592435.84,0,502978190.97,0
"124","blue_whiting2_Nums",0,0,0,0,0,0,0,0,0,373692.54,0,0,0,0,0,16060577.02,0,0,55753218.35,4651448.96,230522412.43,206286351.52,46290299.46,338173.91,1039679487.69,0
"125","blue_whiting3_Nums",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387009.55,5208020.85,11338425.39,23556888.67,89356254.85,75975813.81,0,245145881.22,0
"126","blue_whiting4_Nums",0,0,0,0,0,0,0,0,0,74465.76,0,0,0,0,0,0,0,949438.44,272659.24,1049897.18,17023123.92,83042479.31,50537760.74,0,38358604.63,0
"127","blue_whiting5_Nums",0,0,0,0,0,612383.22,0,0,0,52962.87,0,0,0,0,0,0,0,0,391925.26,657051.17,6796546.22,74679679.97,63536948.82,0,14152856.65,0
"128","blue_whiting6_Nums",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188871.08,0,2328854.65,57353574.54,25195740.84,0,6972490.82,0
"129","blue_whiting7_Nums",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246885.61,1375784.52,31641175.97,21334061.99,0,3237014.68,0
"130","blue_whiting8_Nums",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271854.14,393255.99,9728513.88,8075690.45,0,1492365.97,0
"131","blue_whiting9_Nums",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37719.31,89830.32,1647985.92,2094812.58,0,337789.91,0
"132","norway_pout1_Nums",0,0,4784046.51,0,0,13676804.19,4784046.51,0,1007813550.47,3540185790.54,929333.82,313323.33,171062513.46,633875087.87,911246.95,3130302878.57,0,82175965.5,910923677.8,5657047750.59,6852373003.28,3570638128.09,6676967364.3,4897421574.49,4351113913.74,0
"133","norway_pout2_Nums",0,0,0,0,0,1556825.6,0,0,87922986.67,508252995.22,77971.64,725454.25,3291631.54,1267555.01,0,260441098.32,0,47799499.48,636092018.05,1044826306.39,535276000.96,496440130.39,256494427.92,42368659.58,430366438.97,0
"134","norway_pout3_Nums",0,0,0,0,0,176757.48,0,0,1296718.35,72774844.78,25940.06,157003.11,88415.65,0,0,26005106.66,0,20151292.14,94476970.07,138169654.66,47313844.96,59310237.45,26035263.7,1448115.88,43586166.26,0
"135","norway_pout4_Nums",0,0,0,0,0,0,0,0,139989.94,8269783.02,0,0,0,0,0,6196570.15,0,2697688.48,8491861.05,8172788.66,3529491.61,8597706.75,2202351.5,1303836.36,5471362.77,0
"136","norway_pout5_Nums",0,0,0,0,0,28285.68,0,0,63824.09,637163.24,0,0,0,0,0,1047216.52,0,186685.46,626607.05,881051.71,280517.18,1322599.83,202412.91,0,435480.87,0
"137","norway_pout6_Nums",0,0,0,0,0,0,0,0,3859.69,41320.64,0,0,0,0,0,0,0,0,7224.01,273537.67,9602.8,147836.79,23720.89,0,85291.48,0
"138","other_large_demersals1_Nums",0,577376.09,294724.16,0,577376.09,133427.25,294724.16,0,1824851.72,404805.26,195895.46,90486.33,500648.43,150358.36,278377.76,5155732.85,0,7686319.24,8302038.9,798518.37,1131924.75,46467361.76,6998023.75,12031058.02,1938819.22,0
"139","other_large_demersals2_Nums",0,99947,20928.11,72183.94,99947,29140.14,20928.11,72183.94,439225.76,41904.52,40454.74,16280.78,150536.42,41644.58,0,686540.68,0,249867.49,207761.87,63127.34,88727.23,2376460.2,68377.77,56488.01,367001.14,0
"140","other_large_demersals3_Nums",0,0,0,11625.88,0,2927.18,0,11625.88,7351.14,2673.34,2325.18,1307.91,35069.07,0,0,42164.59,0,17438.83,9008.71,4670.86,6367.73,107816.83,7821.82,3335.64,20653.04,0
"141","other_large_demersals4_Nums",0,653.64,0,0,653.64,156.1,0,0,324.94,202.68,186.76,90.83,1609.64,130.73,0,1815.03,0,1198.35,588.44,298.45,868.43,2395.14,517.54,219.05,4389.97,0
"142","other_small_demersals1_Nums",0,72476655.3,33106139.51,226497354.23,72476655.3,34316560.02,33106139.51,226497354.23,5229743.15,1693977.19,4281807.15,9343748.14,8905826.72,23279209.62,263831210.15,34763432.53,0,108862074.22,17010661.49,6469791.5,21679173.46,305494290.2,12579553.67,41039873.89,46860816.31,0
"143","other_small_demersals2_Nums",0,2489012.05,2109607.47,7969730.99,2489012.05,2063052.41,2109607.47,7969730.99,351569.22,312348.85,474297.42,421006.31,448144.15,3180656.42,3077857.99,996043.09,0,889493.59,901150.27,134745.32,1090438.35,1394519.54,2610027.29,1022153.13,618697.52,0
"144","other_small_demersals3_Nums",0,67359.29,39388.48,144217.53,67359.29,81538.7,39388.48,144217.53,15214.23,10223.37,11083.36,10901.3,13149.38,165760.91,88380.68,38358.96,0,43512.05,21462.86,4347.98,92090.73,53297.37,80773.68,22075.5,10697.5,0
"145","other_small_demersals4_Nums",0,2713.21,1107.2,4079.66,2713.21,1566.11,1107.2,4079.66,573.59,239.68,868.89,474.51,1398.68,3605.27,2037.4,1146.49,0,867.27,348.99,156.64,610.1,610.1,4261.04,744.46,143.09,0
"146","other_small_demersals5_Nums",0,56.98,29.13,123.15,56.98,66.06,29.13,123.15,10.11,9.13,72.93,10.36,61.22,81.08,46.78,22.29,0,8.51,25.66,4.54,13.1,15.67,96.24,27.78,3.75,0
"147","monkfish1_Nums",0,0,0,0,0,50642.69,0,0,365844.97,268300,175666.24,48818.89,93538.89,0,0,1992979.36,0,2521633.51,1185710.83,701138.31,346814.71,1019829.79,238654.02,75000.37,1079020.66,0
"148","monkfish2_Nums",0,0,0,0,0,25034.9,0,0,122358.06,33032.88,54043.59,19703.39,28251.63,0,0,476892.44,0,159597.47,99938.44,84362.51,77902.51,77902.51,44943.41,26282.25,258801.23,0
"149","monkfish3_Nums",0,0,0,0,0,0,0,0,0,2805.06,0,0,10302.53,0,0,123630.3,0,0,16543.48,7482.91,4799.33,4799.33,4490.36,0,73589.46,0
"150","monkfish4_Nums",0,0,0,0,0,0,0,0,0,9674.87,0,0,0,0,0,0,0,0,0,8939.77,4397.34,4397.34,11433.94,0,0,0
"151","monkfish5_Nums",0,0,0,0,0,0,0,0,0,2560.35,0,0,0,0,0,0,0,0,0,0,1756.34,1756.34,0,0,0,0
"152","gurnards1_Nums",0,7130872.06,26622922.34,7847775.43,7130872.06,134952064.92,26622922.34,7847775.43,38877784.66,204933507.97,229056622.14,112122650.26,107371039.78,130265976.33,54328382.04,55999857.44,0,185826752.46,260963187.99,15097131.79,24723020.33,24723020.33,29985747.5,77203474.52,35125263.26,0
"153","gurnards2_Nums",0,1251996.65,1693805.21,479317.28,1251996.65,19242157.48,1693805.21,479317.28,12266556.9,29499739.73,49814254.57,7525382.54,10667015.83,8384714.44,2017384.43,11922166.11,0,20106627.43,9235321.29,1545052.57,4427035.88,4427035.88,1203691.3,952049.06,6264651.64,0
"154","gurnards3_Nums",0,201881.79,109174.58,137159.6,201881.79,1927742.19,109174.58,137159.6,949778.23,3214579.11,9384426.47,555404.78,435944,367267.53,51451.34,2179909,0,412550.37,267246.21,248021.45,568187.87,568187.87,61679.88,34324.93,1470474.17,0
"155","gurnards4_Nums",0,27090.97,10349.9,14307.79,27090.97,105323.44,10349.9,14307.79,148026.36,278365.46,874856.7,69277.4,26159.15,30011.17,28568.66,336068.82,0,184711.19,32426.59,47233.33,60656.8,60656.8,4970.62,5523.02,301294.53,0
"156","gurnards5_Nums",0,0,4265.41,13431.42,0,8064.38,4265.41,13431.42,7337.92,27601.81,70048.76,8215.7,3272.2,5011.91,6715.71,56076.19,0,13431.42,7105.86,8829.09,4498.69,4498.69,1279.18,0,41058.01,0
"157","gurnards6_Nums",0,0,843.06,779.39,0,1150.89,843.06,779.39,8778.89,2257.14,3979.69,1053.85,541.22,2727.86,0,5889.95,0,0,704.34,379.51,592.35,592.35,320.92,0,3052.2,0
"158","gurnards7_Nums",0,0,0,0,0,106.19,0,0,391.71,186.45,775.88,142.27,54.88,0,0,1138.97,0,338.98,72.64,55.62,48.39,48.39,0,0,671.86,0
"159","herring1_Nums",0,9658982.6,201432120.2,240571139.53,9658982.6,404227646.25,201432120.2,240571139.53,469009400.22,80811392.04,226696264.24,596133913.52,1245013017.03,985376114.21,1001131358.64,0,0,396878.69,1015266.18,2491703.41,29430806.96,29430806.96,1020508847.37,2461352099.61,0,0
"160","herring2_Nums",0,2696222.04,76338135.12,38640941.56,2696222.04,179048943.88,76338135.12,38640941.56,240328814,153106137.79,411609052.85,765572765.54,461342856.15,302515307.16,21800311.22,43931.15,0,576596.35,16565602.36,73172829.93,95719378.79,95719378.79,307569740.77,557647927.96,109827.88,0
"161","herring3_Nums",0,50842970.49,87544324.82,76096364.09,50842970.49,105976200.28,87544324.82,76096364.09,114549499.73,661928043.78,48818617.87,134512746.32,50413608.16,11452071.7,1816066.84,2325555.42,0,5899856.11,149075865.59,369988569.35,126230723.4,126230723.4,56420466.53,185494567.65,1999499.08,0
"162","herring4_Nums",0,249329896.23,75972541.46,138730726.03,249329896.23,64031009.69,75972541.46,138730726.03,29447650.39,398740626.17,12926524.53,11735012.75,2764059.85,581735.57,874458.73,17846186.89,0,6980095.97,89249271.44,484979392.01,56020814.99,39113250.2,17308355.88,49762886.61,38742340.87,0
"163","herring5_Nums",0,87490018.45,46059688.31,125998878.08,87490018.45,46611462.17,46059688.31,125998878.08,31884843.35,277868713.17,5591589.77,4545344.6,1678269.68,597275.98,552602.02,50397304.16,0,5568894.49,45762015.35,394987079.58,57337985.63,52678597.79,10313025,41940217.4,87027610.18,0
"164","herring6_Nums",0,125978744.38,13952450.93,38680796.7,125978744.38,11172490.58,13952450.93,38680796.7,13291634.81,70068091.75,9677064.44,290043.49,96868.33,345536.43,829287.44,36947717.22,0,1943642.44,3426104.74,86168215.38,15532554.68,13294860.28,2278087.32,11588233.54,40644583.1,0
"165","herring7_Nums",0,90419696.52,6473670.35,3833312.24,90419696.52,4173272.21,6473670.35,3833312.24,12548961.51,41244501.75,237613.62,172008.26,49065.67,77764.46,122201.29,41785516.24,0,999828.73,1811516.34,48720802.3,8419954.65,7209463.52,1189283.92,4454455.66,31386346.95,0
"166","herring8_Nums",0,9377720.72,671405.4,397565.28,9377720.72,432823.63,671405.4,397565.28,1301493.6,4277601.38,24643.68,17839.54,5088.76,8065.2,12673.89,4333711.75,0,103695.49,187878.25,5052992.82,873260.87,747716.9,123344.5,461986.08,3255180.09,0
"167","herring9_Nums",0,972593.91,69633.64,41232.79,972593.91,44889.55,69633.64,41232.79,134982.13,443643.95,2555.88,1850.2,527.77,836.47,1314.45,449463.34,0,10754.6,19485.46,524062.32,90568.72,77548.15,12792.46,47914.08,337605.31,0
"168","herring10_Nums",0,100870.88,7221.93,4276.39,100870.88,4655.64,7221.93,4276.39,13999.44,46011.76,265.08,191.89,54.74,86.75,136.33,46615.3,0,1115.39,2020.9,54352.21,9393.18,8042.77,1326.75,4969.32,35014.14,0
"169","sprat1_Nums",0,1057278790.1,1727601207.27,1009342866.89,1057278790.1,2124513697.34,1727601207.27,1009342866.89,1225874314.88,67107473.05,4444146074.15,4783428354.92,1931356659.88,1913917264.9,7809724956,0,0,306327.65,19077464.3,35542068.96,6567972.04,6567972.04,222148504.76,3544475166.6,0,0
"170","sprat2_Nums",0,8905185.22,53195522.41,32750680.57,8905185.22,192402945.17,53195522.41,32750680.57,48428076.62,14924553.87,97109512.41,173471403.07,171356738.76,96346775.51,181331752.23,23357.9,0,49635.54,1535721.01,1113909.28,894367.8,894367.8,7104202.77,173002117.87,7785.97,0
"171","sprat3_Nums",0,273613.94,3719510.94,3036807.73,273613.94,11832394.78,3719510.94,3036807.73,5925467.14,3905444.28,43507269.13,13475903.35,9058026.54,5939724.36,14661486.68,10084.05,0,0,242264.69,437072.27,675688.17,675688.17,522826.86,10767876.38,0,0
"172","sprat4_Nums",0,10004.34,374051.26,108934.95,10004.34,439393.79,374051.26,108934.95,60974.45,182361.44,1191379.37,369137.28,188124.99,133332.01,146743.56,0,0,443.93,11643.34,41789.52,29709.92,29709.92,25579.91,525160.76,253.68,0
"173","sprat5_Nums",0,115.29,16583.74,3095.04,115.29,5703.49,16583.74,3095.04,1824.17,3483.66,27143.33,5779.85,3793.75,2582.5,10261.25,0,0,57.56,99.4,859.79,320.61,320.61,1410.46,36970.4,0,0
"174","mackerel1_Nums",0,8842654.59,690558571.67,300387161.46,8842654.59,69475249.67,690558571.67,300387161.46,721849.35,10902586.03,80065412.8,41021106.1,105227235.12,189382441.52,83708207.64,272186833.62,0,3473900.02,20310307.06,3365243.98,162749147.23,162749147.23,4703481.17,2964181.13,2078997894.9,0
"175","mackerel2_Nums",0,36653111.23,911421135.47,600840158.51,36653111.23,192244410.4,911421135.47,600840158.51,267918828.21,58466366.52,210035981.45,189996704.19,73662750.97,179970323.99,86706957.66,221538145.2,0,8670858.67,244631418.41,67100915.24,37375299.6,44379082.9,13936901.9,6066135.92,137207108.36,0
"176","mackerel3_Nums",0,7411313.89,126333185.96,242760820.55,7411313.89,42752317.32,126333185.96,242760820.55,635844202.93,22456729.34,18831712.22,84927071.08,17634730.82,124198142.89,71805465.17,97093671.87,0,7477783.07,33716721.84,16652386.19,17524523.69,26708941.21,7302886.88,2197804.56,48922268.12,0
"177","mackerel4_Nums",0,12329568.88,124558005.92,154682273.27,12329568.88,25272960.04,124558005.92,154682273.27,141790042.08,20205261.28,13846174.47,70123832.5,10897729.43,201240874.71,66636577.63,53142958.1,0,0,48126546.22,25428564.03,29720094.22,88837460.37,8396502.75,4945399.83,29483326.21,0
"178","mackerel5_Nums",0,5992008.04,60533549.89,75173546.95,5992008.04,12282325.62,60533549.89,75173546.95,68908092.44,9819490.79,6729058.38,34079258.75,5296152.93,97800413.87,32384498.83,25826777.5,0,0,23388867.42,12357947.11,14443574.24,43173835.35,4080589.72,2403399.17,14328508.11,0
"179","mackerel6_Nums",0,5644807.62,57025998.88,70817697.16,5644807.62,11570639.56,57025998.88,70817697.16,64915287.62,9250511.02,6339150.37,32104572.99,4989273.08,92133474.76,30508014.1,24330272.84,0,0,22033624.82,11641879.24,13606656.97,40672174.2,3844144.36,2264136.8,13498258.22,0
"180","mackerel7_Nums",0,31264.94,315850.38,392238.58,31264.94,64086.4,315850.38,392238.58,359546.85,51235.88,35110.71,177817.87,27634.13,510300.45,168975,134758.29,0,0,122037.82,64480.97,75363.31,225271.31,21291.59,12540.39,74762.92,0
"181","horse_mackerel1_Nums",0,8153971.56,457746214.99,90385360.22,8153971.56,56175823.51,457746214.99,90385360.22,572799.33,335471.39,53718526.07,269199301.2,87804186.55,407849690.65,969479477.22,157160.63,0,0,1615220.29,105492.72,156514.5,156514.5,8610406.67,156705606.04,576715.19,0
"182","horse_mackerel2_Nums",0,2461778.29,716047104.97,950555121.58,2461778.29,92873171.67,716047104.97,950555121.58,1130423.98,143433.22,8289514.09,56532355.24,42266348.67,100120637.68,285570181.65,7285360.59,0,0,1006545.09,1524312.19,1440872.43,1464925.62,196596.77,548571.14,4898740.27,0
"183","horse_mackerel3_Nums",0,3716699.75,378831731.79,710966804.59,3716699.75,92793274.31,378831731.79,710966804.59,797503.75,426579.17,44854100.26,101967474.8,90328533.74,186432957.15,138673760.02,5383150.29,0,398751.87,1041773.18,1290210.14,380154.47,987580.98,1139563.62,299724.6,2014435.39,0
"184","horse_mackerel4_Nums",0,6121255.53,60708443.61,160836673.42,6121255.53,8507754.39,60708443.61,160836673.42,432774.09,570060.9,38079593.43,9076979.07,14490747.41,30708006.11,39558793.91,17260695.26,0,129038.14,1993782.65,1844793.73,1950137.13,1749297.44,741141.11,325044.14,12533615.97,0
"185","horse_mackerel5_Nums",0,201202271.71,667738132.75,2260161477.99,201202271.71,82485649.01,667738132.75,2260161477.99,45187834.33,85232915.16,1207105583.8,134762285.59,56912977.82,234296143.06,1107809756.27,1976049912.19,0,0,323721194.8,109489487.51,179635721.61,489841312.24,51246372.49,54396798.32,1207382290.92,0
"186","horse_mackerel6_Nums",0,9873634.84,45751335.69,266877224.39,9873634.84,4650507.79,45751335.69,266877224.39,971556.42,7336665.74,23403623.03,6072627.93,2292640.75,18253416.02,125798564.05,148956562.22,0,0,25422906.93,7626181.46,10522743.45,68412538.75,9549373.8,825505.45,75480680.58,0
"187","horse_mackerel7_Nums",0,1566547.86,9981114.62,18559195.35,1566547.86,754488.72,9981114.62,18559195.35,0,1731101.28,2950198.91,1002847.58,743784.55,4457705.68,21815237.38,23638844.25,0,0,4994583.24,1819493.03,1952987.59,6692276.51,509111.41,22228043.91,13994270.97,0
"188","horse_mackerel8_Nums",0,263331.84,948223.29,1703830.66,263331.84,155694.6,948223.29,1703830.66,130399.9,211349.26,383720.25,245711.56,177649.25,1322458.77,6366047.23,4624512.24,0,197498.88,1019814.79,245612.1,185884.99,882938.02,188403.16,44024.52,2122830.82,0
"189","horse_mackerel9_Nums",0,37807.17,136138.63,244622.94,37807.17,22353.44,136138.63,244622.94,18721.82,30343.91,55091.61,35277.38,25505.52,189868.49,913988.23,663952,0,28355.37,146417.19,35263.1,26687.94,126765.47,27049.48,6320.7,304779.77,0
"190","horse_mackerel10_Nums",0,5428.06,19545.74,35121.09,5428.06,3209.33,19545.74,35121.09,2687.93,4356.55,7909.63,5064.86,3661.89,27259.86,131223.42,95325.13,0,4071.05,21021.46,5062.81,3831.65,18200.01,3883.56,907.48,43757.94,0
"191","sandeel1_Nums",0,290441400.17,1233684423.6,464706240.28,290441400.17,14925564007.18,1233684423.6,464706240.28,7293306271.04,3771131788.86,9670095540.15,2657116083.18,4726370518.29,3354888092.98,2807600201.68,1161765600.7,0,0,16389469906.41,0,70255552090.1,70255552090.1,3001923681.21,0,0,0
"192","sandeel2_Nums",0,866569321.73,1068512259.87,548709874.42,866569321.73,3537611055.5,1068512259.87,548709874.42,672078708.33,120116545.74,10886419303.94,1835361459.37,631244062.99,1017711912.55,1011619147.27,0,0,29477136.33,192845323.12,78027713.82,1777202772.06,1777202772.06,387463462.75,0,9825712.11,0
"193","sandeel3_Nums",0,1618396838.63,867542382.26,55760490.76,1618396838.63,526961692.32,867542382.26,55760490.76,119801112.39,98943998.13,1323421195.46,237114952.28,46434845.18,881800597.3,154491655.23,681820.2,0,0,68808628.95,5577946.56,185127551.41,185127551.41,5457742.86,1599287.03,0,0
"194","sandeel4_Nums",0,133710727.47,260566833.9,3143159.15,133710727.47,30899748.62,260566833.9,3143159.15,15579724.06,10975601.09,34801037.85,21718907.8,11222876.34,77954427.88,3685622.42,0,0,0,5829508.74,1819006.47,4549976.53,4549976.53,836748.69,249860.98,0,0
"195","sandeel5_Nums",0,75317.32,259482.57,2430.99,75317.32,14071.42,259482.57,2430.99,12727.36,20758.83,145535.15,17360.1,34734.79,53035.56,4923.33,426.77,0,142.26,5322.22,1327.74,16003.02,16003.02,2609.08,1092.54,0,0
"196","plaice1_Nums",0,6686336.14,68227009.76,348628312.98,6686336.14,8802544.78,68227009.76,348628312.98,22050596.84,1228199.11,786115.06,20857242.41,16354405.91,250433399.46,550274785.96,9066218.49,0,6912991.6,14951039.63,366514.94,195705.86,195705.86,27942353.42,46076862.92,0,0
"197","plaice2_Nums",0,4270102.31,52215954.86,84976792.49,4270102.31,19124909.21,52215954.86,84976792.49,26080826.8,8361451.15,6120113.55,42362409.92,41538376.88,174271550.41,63921099.63,16547376.55,0,17752387.06,25116578.14,2096787.03,920711.69,920711.69,50155499.83,49705005.85,602505.26,0
"198","plaice3_Nums",0,5878669.58,8139780.66,9185322.47,5878669.58,15629152.3,8139780.66,9185322.47,16780193.08,16784791.04,16183588.7,23107469.84,28303246.43,16119377.74,9713710.43,22161014.33,0,18755921.45,12429870.69,2546379.43,6558134.3,6558134.3,25699118.82,18507609.86,1953741.82,0
"199","plaice4_Nums",0,1988315.56,954440.73,2719707.13,1988315.56,2390194.81,954440.73,2719707.13,3284684.65,2046176.72,2331775.03,2160634.55,2636222.62,2335923.18,1784266.08,1764280.01,0,1960311.12,2483077.07,1476764.3,1407722.7,1407722.7,2187960.35,1868357.27,0,0
"200","plaice5_Nums",0,524650.64,848215.55,560326.19,524650.64,399619.43,848215.55,560326.19,907747.19,348416.97,590386.09,350517.67,540375.59,1045553.78,599600.74,2338442.87,0,0,510374.44,211623.79,289032.2,289032.2,575402.33,418740.36,0,0
"201","plaice6_Nums",0,0,151195.43,191559.82,0,208922.52,151195.43,191559.82,0,87696.98,177876.98,101585.87,249600.25,415046.28,191559.82,622569.42,0,0,251722.87,1245138.84,141608.05,141608.05,211924.9,370010.55,0,0
"202","plaice7_Nums",0,0,0,0,0,151161.62,0,0,219612.17,64627.25,0,128823.33,131767.3,658836.51,0,0,0,0,443145.99,0,53775.45,53775.45,121965.9,190073.69,0,0
"203","plaice8_Nums",0,0,0,132108.51,0,25163.52,0,132108.51,528434.02,11247,0,0,25163.52,0,0,0,0,0,0,0,26421.7,26421.7,27812.32,28903,0,0
"204","plaice9_Nums",0,0,0,0,0,54086.42,0,0,108172.84,38894.19,0,0,49579.22,0,0,0,0,0,83209.88,0,21777.51,21777.51,41375.99,0,0,0
"205","plaice10_Nums",0,0,0,0,0,22841,0,0,35489.85,9490.29,0,15820.15,10139.96,13308.69,0,0,0,0,13308.69,12525.83,4074.29,4074.29,21593.05,19382.07,0,0
"206","plaice11_Nums",0,0,0,0,0,9927.01,0,0,15424.37,4124.61,0,6875.65,4406.96,5784.14,0,0,0,0,5784.14,5443.9,1770.74,1770.74,9384.63,8423.71,0,0
"207","plaice12_Nums",0,0,0,0,0,4314.41,0,0,6703.64,1792.61,0,2988.25,1915.33,2513.87,0,0,0,0,2513.87,2365.99,769.59,769.59,4078.69,3661.06,0,0
"208","dab1_Nums",0,29178023.5,830575315.38,580863786.21,29178023.5,324580570.23,830575315.38,580863786.21,77927149.02,30042222.44,226644509.23,662530641.73,936183046.75,2095786613.15,2581554024.2,31964745.93,0,22475211.98,207946685.02,3877522.74,185095916.56,185095916.56,867768188.4,585138434.15,3496144.09,0
"209","dab2_Nums",0,4755662.12,108216516.49,87502866.4,4755662.12,66293639.24,108216516.49,87502866.4,17271483.84,41735295.84,77619361.03,99976166.58,83177059.52,222938128.49,138227880.84,2738645.42,0,63432453.04,62203018.17,1711390.65,55187107.1,55187107.1,66460891.13,89854994.2,519407,0
"210","dab3_Nums",0,1070786.72,10852543.21,8978306.17,1070786.72,11268148.97,10852543.21,8978306.17,2461694.01,8477688.11,22197918.51,16748291.75,10501983.7,23572176.15,19690422.88,789602.69,0,8517199.18,7197521.79,421883.05,5294871.08,5294871.08,5646658.74,10571673.09,102743.66,0
"211","dab4_Nums",0,279354.69,1340875.89,1749712.65,279354.69,1392192.29,1340875.89,1749712.65,433332.86,677626.81,2816403.91,1808900.27,1505656.83,2771413.61,2601171.07,171282.19,0,931448.54,877625.07,52772.83,468099.62,468099.62,927915.19,1357765.99,25047.82,0
"212","dab5_Nums",0,49947.1,184942.96,292563.61,49947.1,150440.37,184942.96,292563.61,75128.04,64415.16,313613.2,143063.15,193034.88,343238.4,456470.47,30017.93,0,72393.87,102989.84,6910.47,48828.74,48828.74,96624.22,169830.88,6760.83,0
"213","dab6_Nums",0,6862.72,26768.93,21883.3,6862.72,20826.97,26768.93,21883.3,8709,7709.95,40427.02,18578.08,28930.61,62876.11,45518.52,6925.02,0,17574.07,14996.66,789.8,7132.31,7132.31,16899.76,21694.95,549.19,0
"214","dab7_Nums",0,1229.74,2814.92,3012.21,1229.74,2650.84,2814.92,3012.21,1315.33,977.11,4899.29,2121.62,3610.09,6518.49,7189.55,2113.11,0,1412.7,1862.83,169.55,990,990,2636.81,3043.65,263.84,0
"215","dab8_Nums",0,188.15,220.5,410.71,188.15,333.05,220.5,410.71,189.76,146.93,690.53,259.08,505.14,1039.75,929.52,108.55,0,222.75,245.64,17.2,119.34,119.34,311.84,484.07,19.93,0
"216","dab9_Nums",0,17.37,26.89,92.41,17.37,42.86,26.89,92.41,22.59,17.16,72.8,25.76,43.82,58.11,146.53,21.04,0,23.55,21.51,1.87,11.04,11.04,31.56,132.11,1.17,0
"217","witch1_Nums",0,2418895.32,300361.91,2028136.03,2418895.32,1192977.58,300361.91,2028136.03,43102788.96,27864333.74,785923.89,2345871.43,30872636.87,902631.16,3602610.05,14965508.99,0,11675125.15,48966690.7,73103658.49,62551706.23,84380993.79,467949846.21,699696719.69,63105878.15,0
"218","witch2_Nums",0,235903.26,98355.2,451447.46,235903.26,186782.98,98355.2,451447.46,10933665.58,13304854.64,270808.56,589672.31,7318477.36,334668.07,494884.56,2954498.14,0,12019679.79,15289359.2,14672470.65,11604184.33,9823340.1,43108634.99,60120659.89,6726301.87,0
"219","witch3_Nums",0,54160.58,29958.62,192237.54,54160.58,57021.21,29958.62,192237.54,2315341.42,3191531.15,143808.7,133488.5,1400137.76,146834.34,128226.86,381825.09,0,2786930.55,2256782.6,2155574.37,1948369.71,1455035.56,3717757.26,3908280.53,442319.05,0
"220","witch4_Nums",0,14583.95,13786.39,49754.83,14583.95,19412.77,13786.39,49754.83,324926.1,369626.56,25021.18,25227.13,174294.69,25084.79,17335.86,76841.35,0,364009.42,364375.43,216138.67,255723.82,168078.25,513447.76,340964.9,44154,0
